date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:26	793715/793715	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/no_no/	Android/Android/www.android.com/intl/no_no/index.html	(from https://www.android.com/)
17:56:26	795148/795148	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/pl_pl/	Android/Android/www.android.com/intl/pl_pl/index.html	(from https://www.android.com/)
17:56:27	883354/883354	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/pt_br/	Android/Android/www.android.com/intl/pt_br/index.html	(from https://www.android.com/)
17:56:27	794871/794871	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/pt_pt/	Android/Android/www.android.com/intl/pt_pt/index.html	(from https://www.android.com/)
17:56:27	804179/804179	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/ru_ru/	Android/Android/www.android.com/intl/ru_ru/index.html	(from https://www.android.com/)
17:56:27	793792/793792	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/sv_se/	Android/Android/www.android.com/intl/sv_se/index.html	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:18%20GMT	https://www.android.com/intl/de_be/=w16	Android/Android/www.android.com/intl/de_be/=w16.27.delayed	(from https://www.android.com/intl/de_be/)
17:56:27	807779/807779	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/th_th/	Android/Android/www.android.com/intl/th_th/index.html	(from https://www.android.com/)
17:56:27	795705/795705	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/tr_tr/	Android/Android/www.android.com/intl/tr_tr/index.html	(from https://www.android.com/)
17:56:27	798315/798315	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/vi_vn/	Android/Android/www.android.com/intl/vi_vn/index.html	(from https://www.android.com/)
17:56:27	794659/794659	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-CN_cn/	Android/Android/www.android.com/intl/zh-CN_cn/index.html	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:21%20GMT	https://www.android.com/intl/de_be/=w32	Android/Android/www.android.com/intl/de_be/=w32.28.delayed	(from https://www.android.com/intl/de_be/)
17:56:27	794844/794844	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-HK_hk/	Android/Android/www.android.com/intl/zh-HK_hk/index.html	(from https://www.android.com/)
17:56:27	795242/795242	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-TW_tw/	Android/Android/www.android.com/intl/zh-TW_tw/index.html	(from https://www.android.com/)
17:56:27	4286/4286	------	200	untouched ('')	image/x-icon	date:Thu,%2012%20Oct%202023%2017:38:00%20GMT	https://www.android.com/static/img/favicon.ico?cache=33c79c9	Android/Android/www.android.com/static/img/favicon0e03.ico	(from https://www.android.com/)
17:56:27	15784/15784	------	200	untouched ('')	font/woff2	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-300.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-300.woff2	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:25%20GMT	https://www.android.com/intl/de_be/=w180	Android/Android/www.android.com/intl/de_be/=w180.29.delayed	(from https://www.android.com/intl/de_be/)
17:56:27	20348/20348	------	200	untouched ('')	font/woff	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-300.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-300.woff	(from https://www.android.com/)
17:56:27	15736/15736	------	200	untouched ('')	font/woff2	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-regular.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-regular.woff2	(from https://www.android.com/)
17:56:27	20268/20268	------	200	untouched ('')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-regular.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-regular.woff	(from https://www.android.com/)
17:56:27	15872/15872	------	200	untouched ('')	font/woff2	date:Thu,%2020%20Jul%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-500.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-500.woff2	(from https://www.android.com/)
17:56:27	20464/20464	------	200	untouched ('')	font/woff	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-500.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-500.woff	(from https://www.android.com/)
17:56:27	15816/15816	------	200	untouched ('')	font/woff2	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-700.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-700.woff2	(from https://www.android.com/)
17:56:27	20356/20356	------	200	untouched ('')	font/woff	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin-700.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin-700.woff	(from https://www.android.com/)
17:56:27	22376/22376	------	200	untouched ('')	font/woff2	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-300.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-300.woff2	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:50:37%20GMT	https://www.android.com/intl/de_de/=w16	Android/Android/www.android.com/intl/de_de/=w16.2a.delayed	(from https://www.android.com/intl/de_de/)
17:56:27	28656/28656	------	200	untouched ('')	font/woff	date:Thu,%2020%20Jul%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-300.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-300.woff	(from https://www.android.com/)
17:56:27	22428/22428	------	200	untouched ('')	font/woff2	date:Thu,%2020%20Jul%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-regular.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-regular.woff2	(from https://www.android.com/)
17:56:27	28684/28684	------	200	untouched ('')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-regular.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-regular.woff	(from https://www.android.com/)
17:56:27	22880/22880	------	200	untouched ('')	font/woff2	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff2	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:50:42%20GMT	https://www.android.com/intl/de_de/=w32	Android/Android/www.android.com/intl/de_de/=w32.2b.delayed	(from https://www.android.com/intl/de_de/)
17:56:27	29172/29172	------	200	untouched ('')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff	(from https://www.android.com/)
17:56:27	22536/22536	------	200	untouched ('')	font/woff2	date:Thu,%2020%20Jul%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff2	(from https://www.android.com/)
17:56:27	28856/28856	------	200	untouched ('')	font/woff	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff	(from https://www.android.com/)
17:56:27	65112/65112	------	200	untouched ('')	font/woff2	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Regular.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Regular.woff2	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:50:43%20GMT	https://www.android.com/intl/de_de/=w180	Android/Android/www.android.com/intl/de_de/=w180.2c.delayed	(from https://www.android.com/intl/de_de/)
17:56:27	96228/96228	------	200	untouched ('')	font/woff	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Regular.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Regular.woff	(from https://www.android.com/)
17:56:27	65492/65492	------	200	untouched ('')	font/woff2	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Medium.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Medium.woff2	(from https://www.android.com/)
17:56:27	96640/96640	------	200	untouched ('')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Medium.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Medium.woff	(from https://www.android.com/)
17:56:27	64480/64480	------	200	untouched ('')	font/woff2	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Bold.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Bold.woff2	(from https://www.android.com/)
17:56:27	95460/95460	------	200	untouched ('')	font/woff	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Bold.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Bold.woff	(from https://www.android.com/)
17:56:27	2811/2811	------	200	untouched ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/base.min.css?cache=72d79fa	Android/Android/www.android.com/static/_css/base.minf98f.css	(from https://www.android.com/)
17:56:27	126364/126364	------	200	untouched ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/home.min.css?cache=ff36332	Android/Android/www.android.com/static/_css/home.mina3ef.css	(from https://www.android.com/)
17:56:27	1658/1658	------	200	untouched ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/sticky-dialog.min.css?cache=7ab12e5	Android/Android/www.android.com/static/_css/sticky-dialog.minf6ee.css	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:51:06%20GMT	https://www.android.com/intl/en_au/=w16	Android/Android/www.android.com/intl/en_au/=w16.2d.delayed	(from https://www.android.com/intl/en_au/)
17:56:27	10400/10400	------	200	untouched ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/survey.min.css?cache=438c02b	Android/Android/www.android.com/static/_css/survey.min1688.css	(from https://www.android.com/)
17:56:27	7490/7490	------	200	untouched ('')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/tracking.min.js?cache=6fc95c0	Android/Android/www.android.com/static/_js/tracking.min075b.js	(from https://www.android.com/)
17:56:27	2347/2347	------	200	untouched ('')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/cookie-banner.min.js?cache=18b711f	Android/Android/www.android.com/static/_js/cookie-banner.mind8ec.js	(from https://www.android.com/)
17:56:27	245/245	------	302	error ('Found')	text/html	date:Tue,%2028%20May%202024%2021:47:06%20GMT	https://www.android.com/updates/	Android/Android/www.android.com/updates/index.html	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:51:19%20GMT	https://www.android.com/intl/en_au/=w32	Android/Android/www.android.com/intl/en_au/=w32.2e.delayed	(from https://www.android.com/intl/en_au/)
17:56:27	1053688/1053688	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/ai/	Android/Android/www.android.com/ai/index.html	(from https://www.android.com/)
17:56:27	833483/833483	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/android-14/	Android/Android/www.android.com/android-14/index.html	(from https://www.android.com/)
17:56:27	732192/732192	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/	Android/Android/www.android.com/safety/index.html	(from https://www.android.com/)
17:56:27	747753/747753	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/	Android/Android/www.android.com/accessibility/index.html	(from https://www.android.com/)
17:56:27	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:51:25%20GMT	https://www.android.com/intl/en_au/=w180	Android/Android/www.android.com/intl/en_au/=w180.2f.delayed	(from https://www.android.com/intl/en_au/)
17:56:27	840644/840644	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/google-messages/	Android/Android/www.android.com/google-messages/index.html	(from https://www.android.com/)
17:56:27	378225/378225	------	200	untouched ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/enterprise/	Android/Android/www.android.com/enterprise/index.html	(from https://www.android.com/)
17:56:27	514813/514813	------	200	untouched ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/auto/	Android/Android/www.android.com/auto/index.html	(from https://www.android.com/)
17:56:27	723478/723478	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/better-together/quick-share-app/	Android/Android/www.android.com/better-together/quick-share-app/index.html	(from https://www.android.com/)
17:56:27	964224/964224	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/why-android/	Android/Android/www.android.com/why-android/index.html	(from https://www.android.com/)
17:56:27	1056556/1056556	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/switch-to-android/	Android/Android/www.android.com/switch-to-android/index.html	(from https://www.android.com/)
17:56:28	902486/902486	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/transfer-data-android-to-android/	Android/Android/www.android.com/transfer-data-android-to-android/index.html	(from https://www.android.com/)
17:56:28	1671736/1671736	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/phones/	Android/Android/www.android.com/phones/index.html	(from https://www.android.com/)
17:56:28	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:52:04%20GMT	https://www.android.com/intl/en_be/=w16	Android/Android/www.android.com/intl/en_be/=w16.30.delayed	(from https://www.android.com/intl/en_be/)
17:56:28	438926/438926	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/phones/help-me-choose/	Android/Android/www.android.com/phones/help-me-choose/index.html	(from https://www.android.com/)
17:56:28	376859/376859	------	200	untouched ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/tablets/	Android/Android/www.android.com/tablets/index.html	(from https://www.android.com/)
17:56:28	1031347/1031347	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/better-together/	Android/Android/www.android.com/better-together/index.html	(from https://www.android.com/)
17:56:28	233/233	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2021:49:07%20GMT	https://www.android.com/why-switch-to-android/	Android/Android/www.android.com/why-switch-to-android/index.html	(from https://www.android.com/)
17:56:28	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:52:08%20GMT	https://www.android.com/intl/en_be/=w32	Android/Android/www.android.com/intl/en_be/=w32.31.delayed	(from https://www.android.com/intl/en_be/)
17:56:28	694567/694567	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/android-15-games/	Android/Android/www.android.com/android-15-games/index.html	(from https://www.android.com/)
17:56:28	1484127/1484127	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/new-features-on-android/?category=whats-new&utm_source=homepage&utm_medium=owned&utm_campaign=y24q1spotlight/	Android/Android/www.android.com/new-features-on-android/index7d89.html	(from https://www.android.com/)
17:56:28	526512/526512	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/build-android-bot/	Android/Android/www.android.com/build-android-bot/index.html	(from https://www.android.com/)
17:56:28	825889/825889	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/learn-find-my-device/	Android/Android/www.android.com/learn-find-my-device/index.html	(from https://www.android.com/)
17:56:28	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:52:13%20GMT	https://www.android.com/intl/en_be/=w180	Android/Android/www.android.com/intl/en_be/=w180.32.delayed	(from https://www.android.com/intl/en_be/)
17:56:28	719082/719082	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/vision/	Android/Android/www.android.com/accessibility/vision/index.html	(from https://www.android.com/)
17:56:28	734958/734958	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/security/	Android/Android/www.android.com/safety/security/index.html	(from https://www.android.com/)
17:56:28	748108/748108	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/privacy/	Android/Android/www.android.com/safety/privacy/index.html	(from https://www.android.com/)
17:56:28	736784/736784	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/physical-safety/	Android/Android/www.android.com/safety/physical-safety/index.html	(from https://www.android.com/)
17:56:28	736917/736917	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/audio/	Android/Android/www.android.com/accessibility/audio/index.html	(from https://www.android.com/)
17:56:28	717574/717574	------	200	untouched ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/mobility/	Android/Android/www.android.com/accessibility/mobility/index.html	(from https://www.android.com/)
17:56:28	240201/240201	------	200	untouched ('OK')	text/html	date:Thu,%2016%20May%202024%2009:08:00%20GMT	https://www.android.com/tv/	Android/Android/www.android.com/tv/index.html	(from https://www.android.com/)
17:56:28	95909/95909	------	200	untouched ('OK')	text/html	date:Tue,%2014%20May%202024%2015:58:00%20GMT	https://www.android.com/articles/transfer-contacts/	Android/Android/www.android.com/articles/transfer-contacts/index.html	(from https://www.android.com/)
17:56:28	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:53:15%20GMT	https://www.android.com/intl/en_ca/=w16	Android/Android/www.android.com/intl/en_ca/=w16.33.delayed	(from https://www.android.com/intl/en_ca/)
